城区,卧室数,客厅数,房屋面积,楼层,是否临近地铁,是否学区房,单位面积价格
2601,东城,4,3,181.91,高层,1,1,70365
2602,东城,2,1,67.74,高层,1,1,66431
2603,东城,1,1,49.71,高层,1,1,66386
2604,东城,2,2,149.54,中层,1,1,66204
2605,东城,4,2,234.59,低层,1,1,63942
2606,东城,3,2,181.72,高层,1,1,59433
2607,东城,3,2,181.72,高层,1,1,56571
2608,东城,4,2,293.45,高层,1,1,54524
2609,东城,3,2,101.22,高层,1,1,82000
2610,东城,3,1,135.0,中层,1,1,81482
2611,东城,3,2,104.0,高层,1,1,79808
2612,东城,1,1,47.72,低层,1,1,79632
2613,东城,2,1,67.13,中层,1,1,74483
2614,东城,1,1,47.72,高层,1,1,74393
2615,东城,2,1,97.0,高层,1,1,73196
2616,东城,3,1,107.31,低层,1,1,70823
2617,东城,2,1,79.0,中层,1,1,67722
2618,东城,2,2,105.81,低层,1,1,66157
2619,东城,1,1,48.72,中层,1,1,65682
2620,东城,2,1,78.75,高层,1,1,63493
2621,东城,3,2,150.82,高层,1,1,62989
2622,东城,3,2,151.61,高层,1,1,58044
2623,东城,4,2,139.0,高层,1,1,57554
2624,东城,4,1,283.0,低层,1,1,54771
2625,东城,2,1,58.98,中层,1,1,72907
2626,东城,2,1,60.3,高层,1,0,92869
2627,东城,2,1,60.3,高层,1,0,91211
2628,东城,2,2,173.01,高层,1,0,56645
2629,东城,2,2,173.01,中层,1,0,54911
2630,东城,2,1,79.78,低层,1,1,77714
2631,东城,1,1,62.0,中层,1,1,76613
2632,东城,1,1,56.23,高层,1,1,76472
2633,东城,1,1,60.57,中层,1,1,75946
2634,东城,1,1,56.99,高层,1,1,75452
2635,东城,1,1,60.57,高层,1,1,74295
2636,东城,1,1,58.86,低层,1,1,73055
2637,东城,1,1,60.57,中层,1,1,72644
2638,东城,2,1,78.85,中层,1,1,71021
2639,东城,1,1,63.45,高层,1,1,70922
2640,东城,2,1,78.77,低层,1,1,68555
2641,东城,3,1,99.0,高层,1,1,66667
2642,东城,3,1,99.52,低层,1,1,65917
2643,东城,2,2,101.79,低层,1,1,63857
2644,东城,2,1,53.0,高层,1,0,81133
2645,东城,3,1,66.28,高层,1,0,71666
2646,东城,3,1,78.24,高层,1,0,74131
2647,东城,3,2,109.14,高层,1,1,87045
2648,东城,3,0,76.0,低层,1,0,78948
2649,东城,3,0,76.78,低层,1,0,78146
2650,西城,3,1,68.15,低层,1,1,85841
2651,西城,1,1,37.83,中层,0,1,105737
2652,西城,2,0,58.59,高层,0,1,81243
2653,西城,3,1,104.1,高层,1,0,69741
2654,西城,5,2,180.6,高层,1,0,55371
2655,朝阳,3,2,148.13,低层,1,0,37805
2656,朝阳,3,1,130.75,中层,1,0,36712
2657,丰台,1,1,48.79,高层,1,0,42017
2658,丰台,2,1,112.0,高层,1,0,41965
2659,丰台,2,1,83.75,高层,1,0,41792
2660,丰台,2,1,76.18,低层,1,0,41350
2661,丰台,1,1,48.79,低层,1,0,40993
2662,丰台,3,1,126.6,低层,1,0,40285
2663,丰台,2,1,76.18,低层,1,0,40037
2664,丰台,3,1,142.0,低层,1,0,36620
2665,朝阳,2,2,103.53,中层,1,1,28978
2666,朝阳,2,1,47.0,高层,1,0,31703
2667,东城,1,1,43.65,低层,1,1,119130
2668,东城,2,1,60.24,低层,1,1,99436
2669,东城,2,1,60.24,高层,1,1,98772
2670,东城,2,1,52.6,中层,1,0,114069
2671,东城,2,1,53.8,低层,1,0,107807
2672,丰台,3,1,65.68,中层,1,0,38064
2673,东城,2,1,54.31,高层,1,1,94826
2674,东城,3,1,69.19,低层,1,1,91777
2675,东城,2,1,61.6,低层,1,0,61689
2676,东城,1,1,43.19,高层,1,0,42834
2677,东城,3,1,97.16,低层,1,0,41170
2678,东城,1,1,41.7,低层,1,0,40768
2679,东城,2,1,70.2,低层,1,0,39887
2680,东城,2,1,65.09,低层,1,0,39638
2681,东城,2,1,60.84,低层,1,0,39448
2682,东城,2,1,60.84,高层,1,0,39448
2683,东城,2,1,71.7,高层,1,0,39052
2684,东城,1,1,50.0,高层,1,0,39000
2685,东城,2,1,70.2,中层,1,0,38462
2686,东城,1,1,50.0,中层,1,0,38000
2687,东城,2,1,66.17,中层,1,0,36271
2688,东城,1,1,56.7,低层,1,0,36156
2689,东城,1,1,51.0,中层,1,0,35295
2690,东城,2,1,85.0,高层,1,0,35295
2691,东城,1,1,56.7,中层,1,0,35274
2692,东城,2,1,66.0,中层,1,0,34849
2693,东城,2,1,67.0,低层,1,0,32836
2694,东城,2,1,71.6,高层,1,0,32403
2695,东城,3,1,94.0,高层,1,0,31915
2696,东城,2,1,67.6,高层,1,0,31805
2697,海淀,2,1,67.6,低层,1,1,133137
2698,海淀,1,1,39.5,高层,1,1,129114
2699,海淀,2,1,62.4,低层,1,1,128206
2700,海淀,2,1,55.2,低层,1,1,126812
2701,海淀,2,1,60.0,高层,1,1,126667
2702,海淀,2,1,60.0,中层,1,1,114167
2703,海淀,3,1,78.3,中层,1,1,111112
2704,海淀,2,1,61.6,低层,1,1,110390
2705,海淀,3,1,82.7,中层,1,1,108828
2706,海淀,2,1,58.9,高层,1,1,108659
2707,海淀,2,1,62.3,高层,1,1,108347
2708,海淀,2,1,54.3,高层,1,1,105894
2709,海淀,2,1,61.5,中层,1,1,105692
2710,海淀,3,1,76.5,中层,1,1,104576
2711,海淀,3,1,94.57,高层,1,1,103627
2712,海淀,2,1,61.6,低层,1,1,103085
2713,海淀,2,1,69.4,低层,1,1,101586
2714,海淀,2,1,67.6,中层,1,1,101480
2715,海淀,3,1,75.9,中层,1,1,101450
2716,海淀,2,1,69.4,低层,1,1,100865
2717,海淀,3,1,79.8,高层,1,1,100251
2718,海淀,2,1,61.1,低层,1,1,99837
2719,海淀,2,1,67.6,中层,1,1,97634
2720,海淀,2,1,61.6,中层,1,1,97403
2721,海淀,2,1,61.6,高层,1,1,95780
2722,海淀,2,1,61.6,低层,1,1,89286
2723,西城,2,1,74.0,低层,1,0,62838
2724,朝阳,4,2,216.0,低层,1,0,63889
2725,朝阳,3,2,199.38,中层,1,0,60187
2726,朝阳,3,2,178.56,高层,1,0,53204
2727,朝阳,2,2,130.07,高层,1,0,50742
2728,朝阳,2,2,130.07,中层,1,0,48436
2729,朝阳,2,2,132.84,低层,1,0,45168
2730,海淀,1,1,63.53,低层,0,0,61231
2731,海淀,1,1,63.53,低层,0,0,54778
2732,丰台,2,1,89.32,低层,1,0,36946
2733,朝阳,3,1,141.59,高层,1,0,45908
2734,朝阳,3,2,156.39,高层,1,0,56910
2735,朝阳,3,2,140.95,中层,1,0,50018
2736,丰台,1,1,47.86,中层,0,0,22984
2737,丰台,2,2,121.87,高层,0,0,19694
2738,丰台,2,2,100.83,高层,0,0,18348
2739,海淀,2,1,83.7,中层,1,1,89606
2740,海淀,2,1,68.45,高层,1,1,87656
2741,海淀,2,1,116.19,中层,1,1,85206
2742,海淀,2,1,93.5,低层,1,1,79680
2743,海淀,3,2,141.9,中层,1,1,77520
2744,海淀,3,2,184.87,中层,1,1,70320
2745,海淀,2,1,116.19,高层,1,1,70144
2746,海淀,2,2,148.8,低层,1,1,51076
2747,东城,2,1,62.0,高层,1,0,75807
2748,东城,2,1,58.0,中层,1,0,83621
2749,东城,2,1,85.57,高层,1,0,58432
2750,东城,2,1,69.0,中层,1,0,50725
2751,东城,2,1,57.0,高层,1,0,63158
2752,东城,3,2,132.87,高层,1,0,86551
2753,东城,3,2,155.0,中层,0,0,70968
2754,东城,2,0,31.0,低层,1,0,109678
2755,东城,4,0,256.0,低层,1,0,117188
2756,东城,4,0,60.01,低层,1,0,109982
2757,东城,1,0,93.0,低层,1,0,118280
2758,东城,1,1,55.49,高层,1,0,80195
2759,东城,2,1,63.0,高层,1,0,80953
2760,东城,2,1,62.0,中层,1,0,90323
2761,东城,2,1,61.02,中层,1,0,81941
2762,东城,3,0,96.63,低层,1,0,77616
2763,东城,2,1,63.93,低层,1,0,99797
2764,东城,2,1,64.4,中层,1,0,90063
2765,东城,2,1,52.65,高层,1,0,89269
2766,东城,2,1,67.0,中层,1,0,82090
2767,东城,3,1,85.93,高层,1,0,69825
2768,东城,3,0,77.61,高层,1,0,79887
2769,东城,2,1,56.11,低层,1,0,78953
2770,东城,3,1,77.81,高层,1,1,77754
2771,东城,2,1,60.71,低层,1,0,74123
2772,东城,2,1,58.0,高层,1,0,73276
2773,东城,2,1,67.0,高层,1,0,73135
2774,东城,3,1,80.0,高层,1,0,72500
2775,东城,1,1,38.87,低层,1,0,70749
2776,东城,2,1,78.6,中层,1,0,59542
2777,东城,1,1,47.91,低层,1,0,57400
2778,东城,1,1,50.29,中层,1,0,53689
2779,东城,1,1,47.91,中层,1,0,52182
2780,东城,1,0,51.15,低层,1,0,51809
2781,东城,1,1,50.29,中层,1,0,51502
2782,朝阳,3,1,73.79,中层,1,0,58274
2783,朝阳,2,1,84.21,低层,1,0,49876
2784,东城,4,2,147.75,中层,1,0,57530
2785,东城,3,1,114.0,低层,1,0,57018
2786,东城,2,1,67.9,低层,1,0,56702
2787,朝阳,3,1,146.95,高层,1,0,36748
2788,东城,2,1,108.86,中层,1,0,59710
2789,东城,1,1,91.0,高层,1,0,47253
2790,东城,1,0,48.0,中层,1,0,45834
2791,东城,1,1,96.44,中层,1,0,45003
2792,东城,1,0,45.0,低层,1,0,44445
2793,东城,2,1,103.79,中层,1,0,43357
2794,海淀,2,1,62.52,高层,1,0,66379
2795,海淀,2,1,74.4,高层,1,0,65861
2796,海淀,2,1,61.0,中层,1,0,64755
2797,海淀,2,1,61.0,中层,1,0,63935
2798,海淀,2,1,61.15,高层,1,0,62143
2799,海淀,2,1,64.5,低层,1,0,61241
2800,海淀,2,1,61.5,高层,1,0,56911
2801,海淀,1,1,49.5,高层,1,0,56566
2802,西城,1,0,41.6,中层,1,1,110577
2803,西城,3,0,67.6,中层,1,0,86539
2804,海淀,3,1,81.9,高层,0,0,53114
2805,海淀,2,1,60.0,高层,0,0,52500
2806,海淀,3,1,84.0,低层,0,0,50000
2807,海淀,2,1,72.0,高层,0,0,53473
2808,丰台,2,1,78.2,中层,1,0,42839
2809,丰台,2,1,76.11,高层,1,0,42702
2810,丰台,1,1,49.44,中层,1,0,38431
2811,丰台,2,1,84.0,中层,1,0,38096
2812,丰台,1,0,35.0,低层,1,0,34286
2813,丰台,1,1,59.69,低层,1,0,33172
2814,丰台,1,0,35.0,高层,1,0,32858
2815,丰台,1,0,35.0,低层,1,0,32858
2816,丰台,1,1,61.0,低层,1,0,30820
2817,丰台,1,1,54.0,中层,1,0,30556
2818,丰台,1,1,43.45,中层,1,0,30380
2819,丰台,1,1,35.0,高层,1,0,30286
2820,丰台,1,0,35.0,低层,1,0,30000
2821,丰台,1,0,35.21,中层,1,0,29822
2822,丰台,1,0,53.68,中层,1,0,29807
2823,丰台,1,1,54.45,高层,1,0,29385
2824,丰台,1,0,45.0,高层,1,0,26667
2825,朝阳,2,2,89.93,中层,1,0,37252
2826,朝阳,2,1,76.89,中层,1,0,37066
2827,朝阳,3,2,121.0,中层,1,0,35538
2828,朝阳,3,2,121.37,中层,1,1,35429
2829,朝阳,1,1,59.92,高层,1,0,35047
2830,朝阳,1,1,61.43,高层,1,1,35000
2831,朝阳,1,1,62.68,中层,1,0,34302
2832,朝阳,1,1,63.29,低层,1,0,33497
2833,朝阳,3,2,129.55,高层,1,0,33192
2834,朝阳,2,3,120.86,低层,1,0,31442
2835,东城,2,1,51.5,低层,1,0,84467
2836,东城,2,1,45.72,低层,1,0,83115
2837,东城,2,1,58.91,高层,1,1,65354
2838,东城,3,1,80.72,高层,1,1,80526
2839,东城,2,1,60.97,低层,1,1,74627
2840,东城,2,1,61.04,低层,1,1,73723
2841,东城,3,1,77.0,中层,1,1,72728
2842,东城,2,1,61.65,高层,1,1,69749
2843,东城,2,1,62.54,低层,1,1,67158
2844,东城,1,1,35.71,低层,1,0,98012
2845,东城,1,1,39.93,低层,1,0,87654
2846,东城,1,1,47.0,高层,1,0,86171
2847,东城,3,1,80.17,高层,1,0,81078
2848,东城,2,1,61.59,中层,1,0,80858
2849,东城,2,1,64.02,中层,1,0,80444
2850,东城,2,1,56.4,低层,1,1,79788
2851,东城,3,1,80.17,低层,1,0,78334
2852,东城,2,1,55.29,低层,1,0,76868
2853,东城,2,1,67.81,中层,1,1,73588
2854,东城,2,1,55.29,低层,1,1,59686
2855,东城,2,1,89.62,中层,1,1,73645
2856,东城,2,2,90.38,中层,1,0,72472
2857,东城,2,1,97.0,低层,1,1,72165
2858,东城,3,1,175.02,高层,1,0,59994
2859,东城,2,2,134.71,中层,1,0,59387
2860,东城,3,1,203.0,低层,1,0,54188
2861,东城,3,2,244.89,高层,1,1,49002
2862,东城,3,1,80.74,高层,1,0,96607
2863,东城,2,1,80.01,低层,1,0,91864
2864,东城,1,1,63.06,高层,1,1,90073
2865,东城,2,1,81.83,中层,1,0,83100
2866,东城,2,1,82.63,中层,1,1,82295
2867,东城,1,1,60.01,中层,1,0,91652
2868,东城,2,1,63.66,中层,1,1,84983
2869,东城,2,1,71.4,高层,1,1,84034
2870,东城,2,1,76.7,中层,1,1,82791
2871,东城,3,1,96.89,高层,1,1,82568
2872,东城,2,1,77.08,中层,1,0,81734
2873,东城,2,1,74.68,中层,1,0,80343
2874,东城,2,1,74.04,高层,1,1,79012
2875,东城,2,1,76.46,低层,1,1,78473
2876,东城,2,1,71.0,高层,1,0,55634
2877,东城,3,1,150.08,中层,1,0,86621
2878,东城,1,1,35.84,低层,1,0,106027
2879,东城,2,1,58.09,高层,1,0,89517
2880,东城,2,1,58.43,低层,1,0,82150
2881,东城,2,1,88.0,高层,1,0,77273
2882,东城,2,1,134.72,低层,1,0,73932
2883,东城,3,2,156.28,中层,1,1,73586
2884,东城,2,1,58.0,高层,1,0,75863
2885,东城,3,1,89.93,中层,1,0,84511
2886,东城,3,1,69.53,中层,1,0,80254
2887,丰台,1,1,62.46,低层,1,0,48031
2888,丰台,4,1,168.16,高层,1,0,47574
2889,丰台,2,2,106.0,高层,1,0,45284
2890,丰台,4,2,247.0,高层,1,0,44535
2891,海淀,3,2,98.32,高层,1,0,44956
2892,海淀,2,2,98.0,高层,1,0,42858
2893,海淀,2,1,95.54,中层,1,0,42391
2894,海淀,2,1,57.19,高层,1,0,76587
2895,朝阳,1,0,58.73,低层,1,0,47676
2896,朝阳,2,1,127.79,低层,1,0,38736
2897,朝阳,3,2,118.12,低层,1,0,55876
2898,朝阳,2,2,104.11,低层,1,0,49467
2899,朝阳,2,1,92.0,低层,1,0,48914
2900,朝阳,3,2,138.21,低层,1,0,48477
2901,朝阳,2,1,93.07,高层,1,0,48351
2902,朝阳,3,2,145.0,高层,1,0,48276
2903,朝阳,2,1,90.59,低层,1,0,45259
2904,海淀,2,1,107.0,高层,1,1,59627
2905,海淀,2,1,106.0,中层,1,1,58019
2906,海淀,2,1,107.0,低层,1,1,57944
2907,海淀,2,1,95.0,低层,1,1,57369
2908,海淀,2,2,131.0,高层,1,1,56871
2909,海淀,2,1,106.0,低层,1,1,56604
2910,海淀,2,1,105.8,低层,1,1,56239
2911,海淀,3,2,150.33,低层,1,1,55545
2912,海淀,2,1,105.0,高层,1,1,55239
2913,朝阳,2,2,91.64,低层,1,0,38739
2914,西城,3,2,190.0,高层,0,0,57895
2915,西城,3,1,181.0,中层,0,0,47514
2916,海淀,2,1,99.77,中层,1,0,75173
2917,海淀,2,1,99.77,低层,1,0,71665
2918,海淀,3,1,127.95,高层,1,1,70028
2919,海淀,2,1,113.0,低层,1,0,69912
2920,海淀,2,1,123.0,中层,1,0,69106
2921,海淀,3,2,162.0,低层,1,0,55556
2922,海淀,3,2,162.31,低层,1,0,55450
2923,朝阳,2,2,112.38,中层,1,1,51611
2924,朝阳,3,2,148.09,低层,1,1,49632
2925,东城,1,1,47.92,中层,1,1,114775
2926,东城,1,1,48.09,高层,1,1,114369
2927,东城,2,1,91.0,中层,1,1,109891
2928,东城,3,1,108.14,低层,1,1,109858
2929,东城,1,1,60.31,中层,1,1,109435
2930,东城,3,1,86.0,高层,1,1,105233
2931,东城,3,1,85.91,中层,1,1,104994
2932,东城,2,1,71.04,低层,1,1,102760
2933,东城,2,1,71.43,高层,1,1,101498
2934,东城,2,1,71.44,中层,1,1,101484
2935,东城,2,1,71.44,低层,1,1,101484
2936,东城,2,1,72.0,低层,1,1,101389
2937,东城,2,1,71.64,低层,1,1,100503
2938,东城,2,1,83.5,中层,1,1,99402
2939,东城,2,1,71.3,低层,1,1,98878
2940,东城,2,1,72.0,低层,1,1,98612
2941,东城,2,1,71.3,中层,1,1,98598
2942,东城,2,1,71.37,中层,1,1,98081
2943,东城,3,1,108.44,中层,1,1,97750
2944,东城,2,1,71.37,中层,1,1,94998
2945,东城,2,1,49.71,高层,1,1,97566
2946,海淀,1,2,72.8,中层,1,0,67033
2947,海淀,2,1,118.1,低层,1,0,59696
2948,海淀,4,1,216.2,高层,1,0,53192
2949,海淀,2,1,57.0,中层,1,0,72808
2950,海淀,3,1,72.08,低层,1,0,72143
2951,海淀,3,1,89.06,高层,1,0,71638
2952,海淀,2,1,62.9,高层,1,0,69794
2953,海淀,2,1,76.58,低层,1,0,67903
2954,海淀,2,1,61.0,中层,1,0,65574
2955,海淀,3,1,79.0,中层,1,0,64431
2956,海淀,2,1,56.1,高层,1,0,63459
2957,海淀,2,1,56.1,高层,1,0,62924
2958,海淀,3,1,117.1,中层,1,0,48677
2959,海淀,3,1,127.89,高层,1,0,46134
2960,海淀,3,1,84.88,高层,1,0,64798
2961,海淀,2,1,58.09,高层,1,0,57670
2962,海淀,2,1,78.79,高层,1,0,63206
2963,海淀,2,1,73.4,高层,1,0,61308
2964,海淀,3,2,167.0,中层,1,0,44911
2965,海淀,1,1,41.7,高层,1,0,62351
2966,海淀,3,1,70.6,高层,1,1,77904
2967,海淀,3,1,70.6,中层,1,1,77621
2968,海淀,1,1,41.5,高层,1,1,77350
2969,海淀,3,1,70.6,中层,1,1,75780
2970,海淀,1,1,42.7,高层,1,1,74942
2971,海淀,3,1,71.0,中层,1,1,74648
2972,海淀,3,1,70.6,中层,1,1,73655
2973,海淀,2,1,65.9,中层,1,1,73597
2974,海淀,2,1,56.0,高层,1,1,72322
2975,海淀,3,1,76.8,高层,1,1,71615
2976,海淀,3,1,71.6,中层,1,1,71230
2977,海淀,1,1,49.92,中层,1,1,70113
2978,海淀,3,1,70.6,高层,1,1,69406
2979,海淀,3,1,77.88,中层,1,1,69338
2980,海淀,2,1,62.0,高层,1,1,68871
2981,海淀,2,1,62.4,高层,1,1,67308
2982,海淀,3,1,85.0,低层,1,1,64706
2983,海淀,1,1,50.08,低层,1,1,62900
2984,海淀,3,1,77.88,低层,1,1,61634
2985,西城,1,1,43.5,低层,1,1,148966
2986,西城,2,1,60.9,高层,1,1,134647
2987,西城,2,1,60.9,中层,1,1,134647
2988,西城,2,1,65.5,中层,1,1,134352
2989,西城,2,1,65.3,低层,1,1,131700
2990,西城,2,1,65.5,低层,1,1,129771
2991,西城,2,1,65.5,高层,1,1,129771
2992,西城,2,1,65.3,中层,1,1,127872
2993,西城,3,1,82.0,低层,1,1,97561
2994,西城,3,1,82.0,中层,1,1,90000
2995,西城,3,1,128.2,低层,1,1,89704
2996,西城,3,1,74.6,中层,1,1,85121
2997,西城,3,1,82.0,中层,1,1,84147
2998,海淀,3,0,56.9,中层,1,1,70124
2999,海淀,2,1,53.75,中层,0,0,53954
3000,朝阳,2,0,58.53,高层,1,0,32292
3001,朝阳,2,1,56.1,低层,1,0,36542
3002,东城,1,1,43.06,高层,1,0,83605
3003,东城,1,0,44.46,高层,1,0,82322
3004,东城,2,1,58.0,中层,1,1,78449
3005,东城,2,1,80.0,中层,1,1,77500
3006,东城,2,1,80.0,中层,1,1,75000
3007,东城,1,0,47.56,中层,1,1,74643
3008,东城,2,0,57.27,中层,1,1,74560
3009,东城,2,1,58.24,高层,1,1,72116
3010,东城,1,1,46.0,中层,1,1,71740
3011,东城,2,1,59.0,高层,1,1,71187
3012,东城,3,1,80.4,高层,1,1,70896
3013,东城,3,1,114.0,低层,1,0,70176
3014,东城,3,2,114.0,高层,1,0,70000
3015,东城,3,1,109.0,高层,1,0,69725
3016,东城,3,1,110.54,高层,1,0,66945
3017,东城,3,1,75.0,高层,1,1,66667
3018,东城,3,2,105.0,高层,1,1,64953
3019,东城,3,1,98.0,高层,1,0,64286
3020,东城,2,1,75.0,高层,1,1,64000
3021,东城,4,2,226.0,低层,1,0,62390
3022,东城,5,2,225.0,高层,1,0,60000
3023,西城,2,1,92.39,低层,1,0,67107
3024,西城,3,2,130.0,中层,1,0,61539
3025,西城,3,1,135.0,低层,1,0,60000
3026,西城,2,1,60.0,高层,1,0,60000
3027,丰台,1,1,68.0,低层,1,0,44118
3028,朝阳,3,2,178.47,低层,0,0,75643
3029,朝阳,2,2,152.87,高层,0,0,71957
3030,朝阳,3,2,184.28,高层,0,0,70545
3031,朝阳,4,2,297.0,低层,0,0,76095
3032,朝阳,2,2,146.44,低层,0,0,78531
3033,朝阳,4,2,255.29,高层,0,0,78343
3034,朝阳,2,2,91.0,低层,0,0,50550
3035,朝阳,2,1,79.35,中层,0,0,50158
3036,朝阳,2,1,79.35,低层,0,0,49150
3037,朝阳,2,1,88.13,高层,0,0,48792
3038,朝阳,3,2,130.24,高层,0,0,48757
3039,朝阳,2,2,79.35,低层,0,0,48520
3040,朝阳,2,1,79.35,低层,0,0,48520
3041,朝阳,2,1,88.73,高层,0,0,47335
3042,朝阳,2,2,98.89,低层,0,0,47225
3043,朝阳,2,2,100.0,低层,0,0,46800
3044,朝阳,2,1,80.23,高层,0,0,46741
3045,朝阳,2,1,80.45,高层,0,0,46613
3046,朝阳,2,2,80.45,高层,0,0,46613
3047,朝阳,2,1,80.34,低层,0,0,46055
3048,朝阳,2,1,80.34,高层,0,0,43565
3049,朝阳,3,2,115.0,低层,0,0,43479
3050,丰台,3,2,160.0,高层,1,0,43750
3051,丰台,3,2,146.65,中层,1,0,38187
3052,丰台,2,1,121.0,中层,1,0,35538
3053,丰台,2,1,92.36,高层,1,0,37896
3054,朝阳,2,1,89.36,中层,1,0,57073
3055,朝阳,3,1,102.16,低层,1,0,55306
3056,朝阳,1,1,58.93,低层,1,0,54302
3057,丰台,2,1,104.78,高层,1,0,36267
3058,丰台,3,1,135.0,低层,1,0,30741
3059,丰台,2,1,85.0,中层,1,0,37648
3060,丰台,2,0,54.7,中层,1,0,36564
3061,丰台,2,1,76.73,低层,1,0,33886
3062,丰台,4,3,149.3,高层,1,0,30141
3063,丰台,4,3,149.0,高层,1,0,27383
3064,朝阳,2,1,88.12,中层,0,1,57876
3065,朝阳,3,1,116.98,低层,0,1,53001
3066,朝阳,2,2,89.6,低层,0,1,50224
3067,朝阳,3,2,143.36,低层,0,1,48829
3068,朝阳,4,2,182.0,高层,0,1,45055
3069,朝阳,4,2,164.55,中层,0,1,44242
3070,朝阳,2,2,109.9,中层,0,1,56415
3071,朝阳,2,2,105.1,高层,0,1,55186
3072,朝阳,2,2,90.29,中层,0,1,54824
3073,朝阳,2,1,74.7,中层,0,1,55154
3074,朝阳,3,1,119.33,高层,0,1,45672
3075,丰台,3,2,148.0,高层,1,0,87838
3076,丰台,4,3,102.0,高层,1,0,66667
3077,丰台,3,2,147.14,高层,1,0,59943
3078,丰台,3,2,151.0,中层,1,0,59603
3079,丰台,3,2,147.0,高层,1,0,56463
3080,丰台,3,2,149.65,中层,1,0,55998
3081,丰台,1,1,71.47,高层,1,0,55968
3082,丰台,3,2,148.05,中层,1,0,55387
3083,丰台,3,2,121.13,中层,1,0,54487
3084,丰台,3,2,115.68,低层,1,0,53597
3085,丰台,2,1,101.94,低层,1,0,51011
3086,丰台,3,2,116.43,低层,1,0,50503
3087,丰台,3,2,164.76,高层,1,0,49770
3088,丰台,2,1,101.31,高层,1,0,47380
3089,朝阳,2,1,49.29,高层,1,0,77095
3090,丰台,1,1,46.06,中层,1,0,53192
3091,丰台,1,1,55.45,低层,1,0,52300
3092,丰台,3,1,81.3,中层,1,0,51661
3093,丰台,1,1,62.6,低层,1,0,47125
3094,丰台,2,1,71.85,中层,1,0,45930
3095,丰台,1,1,47.0,中层,1,0,49362
3096,丰台,2,1,63.33,中层,1,0,48950
3097,丰台,3,2,139.0,高层,1,0,46763
3098,丰台,3,2,139.0,中层,1,0,46763
3099,丰台,2,1,84.43,高层,1,0,46193
3100,丰台,2,1,74.29,中层,1,0,45767
3101,丰台,3,1,73.8,高层,1,0,42006
3102,丰台,3,1,87.93,低层,1,1,41511
3103,丰台,3,2,153.0,高层,1,0,37909
3104,丰台,4,2,187.94,中层,1,0,35650
3105,丰台,3,2,153.0,中层,1,0,34641
3106,丰台,2,1,95.0,低层,1,0,52632
3107,丰台,2,1,96.0,中层,1,0,51042
3108,丰台,2,1,60.0,低层,1,0,50000
3109,丰台,2,1,131.61,中层,1,0,49389
3110,丰台,2,1,66.3,高层,1,0,48266
3111,丰台,2,1,95.0,低层,1,0,47369
3112,丰台,2,2,95.0,中层,1,0,47369
3113,丰台,2,1,70.0,中层,1,0,47143
3114,丰台,2,1,91.31,低层,1,0,47093
3115,丰台,2,2,91.31,低层,1,0,47093
3116,丰台,2,2,97.0,高层,1,0,46392
3117,丰台,2,1,90.58,中层,1,0,46368
3118,丰台,2,2,97.1,低层,1,0,46344
3119,丰台,2,1,91.0,低层,1,0,46154
3120,丰台,2,1,95.0,高层,1,0,45790
3121,丰台,2,1,70.0,中层,1,0,45715
3122,丰台,2,1,70.0,低层,1,0,45715
3123,丰台,2,1,70.0,高层,1,0,45715
3124,丰台,2,1,68.0,中层,1,0,45589
3125,丰台,2,1,91.23,高层,1,0,45490
3126,丰台,2,1,79.94,中层,1,0,45034
3127,丰台,2,1,91.5,低层,1,0,45028
3128,丰台,3,1,100.0,低层,1,0,45000
3129,丰台,3,1,100.0,中层,1,0,45000
3130,丰台,2,1,63.8,中层,1,0,44671
3131,丰台,3,1,97.51,中层,1,0,44611
3132,丰台,2,1,63.0,低层,1,0,44445
3133,丰台,2,1,70.0,中层,1,0,44286
3134,丰台,2,1,95.0,低层,1,0,44211
3135,丰台,2,1,63.36,中层,1,0,44192
3136,丰台,3,1,117.7,低层,1,0,44181
3137,丰台,3,1,96.0,中层,1,0,43750
3138,丰台,2,1,66.7,中层,1,0,42879
3139,丰台,2,1,70.0,低层,1,0,42858
3140,丰台,3,1,95.8,低层,1,0,42276
3141,丰台,3,1,75.7,低层,1,0,42273
3142,丰台,2,1,70.0,中层,1,0,42143
3143,丰台,3,1,100.0,中层,1,0,42000
3144,丰台,3,2,120.0,中层,1,0,41667
3145,丰台,2,1,65.1,低层,1,0,41475
3146,丰台,3,2,121.0,中层,1,0,41323
3147,丰台,3,1,94.65,高层,1,0,41205
3148,丰台,3,1,97.0,中层,1,0,40207
3149,丰台,3,2,120.0,中层,1,0,40000
3150,丰台,2,1,70.0,低层,1,0,40000
3151,丰台,3,1,104.0,高层,1,0,39904
3152,丰台,3,1,78.0,高层,1,0,39744
3153,丰台,3,1,122.0,高层,1,0,39345
3154,丰台,4,1,123.4,低层,1,0,39304
3155,丰台,2,1,56.07,低层,1,0,37454
3156,丰台,2,1,55.98,中层,1,0,37157
3157,丰台,3,2,176.46,中层,1,0,30602
3158,丰台,2,2,124.52,中层,1,0,50193
3159,丰台,2,2,124.52,高层,1,0,49792
3160,丰台,4,1,170.0,高层,1,0,48824
3161,丰台,4,2,170.0,中层,1,0,48236
3162,丰台,4,2,171.0,中层,1,0,45615
3163,丰台,4,1,171.0,高层,1,0,43860
3164,丰台,4,2,170.0,低层,1,0,41177
