城区,卧室数,客厅数,房屋面积,楼层,是否临近地铁,是否学区房,单位面积价格
7365,东城,2,1,106.08,中层,1,1,61275
7366,东城,1,0,62.03,低层,1,1,60455
7367,东城,1,0,58.06,低层,1,1,60283
7368,东城,3,2,133.21,中层,1,1,60056
7369,东城,3,2,133.21,低层,1,1,60056
7370,东城,3,2,147.96,中层,1,1,59476
7371,东城,3,2,147.96,高层,1,1,59476
7372,东城,3,2,147.96,低层,1,1,59476
7373,东城,2,1,104.99,高层,1,1,57149
7374,东城,2,1,123.36,低层,1,1,52692
7375,海淀,3,2,122.35,中层,1,0,61300
7376,海淀,5,2,233.31,低层,1,0,60864
7377,海淀,3,2,144.72,中层,1,0,56662
7378,海淀,3,2,126.53,中层,1,0,49791
7379,海淀,3,2,110.99,高层,1,0,74782
7380,海淀,3,2,97.13,中层,1,0,71039
7381,海淀,3,2,144.42,中层,1,0,60934
7382,海淀,3,2,143.0,低层,1,0,55245
7383,海淀,3,2,143.0,中层,1,0,54896
7384,海淀,3,2,226.0,中层,1,0,50885
7385,海淀,4,2,216.6,中层,1,0,58172
7386,海淀,2,2,108.97,中层,1,0,57815
7387,海淀,3,2,166.0,低层,1,0,50302
7388,海淀,2,1,109.17,低层,1,0,49465
7389,丰台,1,1,42.92,低层,1,0,45434
7390,丰台,2,1,71.99,高层,1,0,44451
7391,丰台,3,1,77.77,高层,1,0,42433
7392,丰台,2,1,59.0,中层,1,0,41865
7393,丰台,2,1,58.72,高层,1,0,41213
7394,丰台,1,1,42.6,低层,1,0,48123
7395,丰台,1,1,40.66,高层,1,0,44270
7396,丰台,3,0,56.4,中层,1,0,42908
7397,丰台,2,1,61.93,中层,1,0,41983
7398,丰台,2,1,58.5,高层,1,0,41881
7399,丰台,2,1,77.08,高层,1,0,38662
7400,丰台,2,1,63.4,中层,1,0,37855
7401,丰台,2,1,62.44,高层,1,0,37637
7402,丰台,3,1,117.0,低层,1,0,35898
7403,丰台,2,1,64.67,高层,1,0,35566
7404,丰台,1,1,118.68,高层,1,0,33705
7405,东城,2,1,37.5,低层,1,1,129867
7406,东城,2,0,73.71,低层,1,1,62407
7407,东城,3,1,92.69,中层,1,1,65811
7408,东城,3,0,268.0,低层,1,1,120000
7409,朝阳,3,2,89.0,高层,1,0,52585
7410,朝阳,1,1,45.52,中层,1,0,58876
7411,朝阳,2,1,56.89,高层,1,0,58007
7412,朝阳,2,1,59.67,高层,1,0,54969
7413,朝阳,2,1,64.21,中层,1,0,54509
7414,朝阳,2,1,68.49,高层,1,0,52563
7415,朝阳,2,1,59.51,高层,1,0,48732
7416,朝阳,3,1,83.35,低层,1,0,59989
7417,朝阳,2,1,56.77,中层,1,0,59891
7418,朝阳,3,1,80.11,高层,1,0,58670
7419,朝阳,2,1,58.0,低层,1,0,56897
7420,朝阳,3,1,82.31,高层,1,0,55887
7421,朝阳,2,1,56.77,高层,1,0,53726
7422,朝阳,2,1,82.0,高层,1,0,53049
7423,朝阳,1,1,45.47,高层,1,0,52783
7424,朝阳,2,1,56.77,低层,1,0,50203
7425,海淀,2,1,50.4,低层,1,1,87302
7426,海淀,2,1,46.9,低层,1,1,83156
7427,海淀,1,1,44.8,低层,1,1,78125
7428,海淀,2,1,66.5,高层,1,1,71429
7429,西城,2,1,58.3,中层,1,0,92968
7430,石景山,2,1,55.91,高层,1,0,44715
7431,石景山,2,1,54.0,低层,1,0,44445
7432,石景山,1,1,40.3,中层,1,0,40447
7433,石景山,3,1,60.0,中层,1,0,38834
7434,石景山,2,1,56.14,高层,1,0,33844
7435,石景山,3,1,91.62,中层,1,0,44751
7436,石景山,1,1,55.33,中层,1,0,41569
7437,石景山,3,1,92.0,高层,1,0,41305
7438,石景山,2,2,86.19,中层,1,0,41189
7439,石景山,2,1,65.0,中层,1,0,40770
7440,石景山,2,1,64.85,低层,1,0,40093
7441,石景山,2,1,62.86,中层,1,0,40090
7442,石景山,3,1,87.49,高层,1,0,40005
7443,石景山,2,1,64.38,高层,1,0,39609
7444,石景山,2,1,66.49,低层,1,0,39104
7445,石景山,2,1,67.0,高层,1,0,38806
7446,石景山,3,1,91.62,低层,1,0,37765
7447,石景山,2,1,65.69,高层,0,0,37601
7448,石景山,2,1,69.0,低层,1,0,36957
7449,石景山,2,1,66.71,高层,1,0,36727
7450,石景山,2,1,69.29,中层,0,0,36514
7451,石景山,1,1,64.14,中层,1,0,35860
7452,石景山,2,1,69.23,中层,1,0,35390
7453,石景山,2,1,69.23,高层,1,0,35390
7454,石景山,2,1,67.75,高层,1,0,35277
7455,石景山,2,2,88.0,高层,0,0,35228
7456,石景山,3,1,90.33,低层,0,0,34319
7457,石景山,1,1,50.0,高层,1,0,34000
7458,石景山,2,1,69.24,中层,0,0,33940
7459,石景山,3,1,97.78,高层,0,0,33750
7460,石景山,1,1,57.0,中层,1,0,33334
7461,石景山,3,1,115.75,高层,0,0,32830
7462,石景山,4,1,92.32,高层,1,0,32496
7463,石景山,3,2,108.0,高层,1,0,32408
7464,石景山,2,1,101.0,高层,0,0,30199
7465,石景山,2,1,69.51,高层,1,0,29493
7466,石景山,3,1,115.75,高层,0,0,28510
7467,石景山,4,3,130.73,高层,1,0,26773
7468,石景山,3,2,91.58,高层,1,0,25115
7469,海淀,2,1,53.3,高层,1,1,72233
7470,海淀,2,0,53.3,高层,1,1,69419
7471,海淀,2,1,61.8,高层,1,1,67962
7472,丰台,3,1,84.29,高层,1,0,48642
7473,丰台,3,1,73.6,中层,1,0,48914
7474,丰台,2,1,55.0,高层,1,0,42182
7475,朝阳,3,1,81.5,高层,1,0,57669
7476,朝阳,2,1,54.08,高层,1,0,45304
7477,朝阳,2,1,51.0,低层,1,0,53922
7478,东城,2,1,43.97,中层,1,1,110303
7479,东城,2,1,74.21,高层,1,1,99718
7480,东城,2,1,50.34,中层,1,1,99325
7481,东城,2,1,54.38,高层,1,1,91946
7482,东城,2,1,54.99,高层,1,1,90017
7483,东城,2,1,74.0,中层,1,1,90000
7484,东城,3,1,81.1,中层,1,1,86067
7485,东城,2,1,56.5,高层,1,1,84956
7486,东城,2,1,60.31,中层,1,1,82905
7487,东城,2,1,62.32,中层,1,1,81836
7488,东城,2,0,53.87,中层,1,1,77223
7489,东城,3,1,79.32,低层,1,1,76400
7490,西城,1,1,47.6,中层,1,1,123950
7491,西城,2,1,54.6,低层,1,1,123627
7492,西城,3,1,62.5,低层,1,1,121600
7493,西城,2,1,54.6,低层,1,1,120880
7494,西城,3,1,70.38,中层,1,1,120631
7495,西城,2,1,55.6,低层,1,1,118706
7496,西城,2,1,64.25,低层,1,1,116732
7497,西城,3,1,66.4,高层,1,1,115964
7498,西城,3,1,60.1,高层,1,1,115641
7499,西城,1,1,48.0,中层,1,1,113542
7500,西城,1,1,48.1,中层,1,1,113306
7501,西城,2,1,53.0,高层,1,1,111321
7502,西城,2,1,53.9,中层,1,1,110947
7503,西城,2,1,71.4,低层,1,1,108964
7504,西城,3,1,84.0,中层,1,1,106548
7505,西城,2,1,50.15,低层,1,1,105285
7506,西城,2,1,60.0,高层,1,1,105000
7507,西城,1,1,44.1,高层,1,1,103175
7508,西城,2,1,71.4,低层,1,1,99160
7509,西城,2,1,53.4,低层,1,1,93633
7510,西城,1,1,53.0,低层,1,1,84906
7511,西城,3,0,81.1,中层,1,1,78915
7512,西城,2,1,61.1,低层,1,1,115876
7513,西城,1,1,43.7,中层,1,1,115561
7514,西城,3,1,90.7,高层,1,1,106726
7515,西城,3,1,89.0,中层,1,1,102248
7516,西城,3,1,89.7,中层,1,1,102119
7517,西城,1,2,62.6,中层,1,1,101438
7518,西城,3,1,89.0,高层,1,1,100000
7519,西城,1,1,62.6,高层,1,1,99042
7520,西城,3,1,103.8,低层,1,1,119943
7521,西城,3,0,63.4,中层,1,1,110095
7522,西城,1,1,44.7,高层,1,1,109620
7523,西城,2,1,73.4,高层,1,1,109401
7524,西城,3,1,56.8,高层,1,1,108275
7525,西城,3,2,91.1,低层,1,1,107575
7526,西城,2,1,76.1,低层,1,1,106439
7527,西城,3,1,90.0,低层,1,1,105556
7528,西城,1,1,49.0,中层,1,1,104082
7529,西城,3,1,130.6,高层,1,1,103370
7530,海淀,1,1,78.5,低层,1,0,86625
7531,西城,1,1,35.37,中层,1,1,87645
7532,西城,2,1,51.3,中层,1,1,84796
7533,东城,2,1,63.92,高层,0,1,65551
7534,东城,2,1,60.33,高层,0,1,60501
7535,东城,2,0,60.0,中层,0,1,70000
7536,东城,2,0,62.74,低层,0,1,66943
7537,东城,2,1,59.3,中层,0,1,64925
7538,东城,2,1,63.45,高层,0,1,63830
7539,东城,2,1,59.75,高层,0,1,62762
7540,东城,2,0,60.0,中层,0,1,68334
7541,东城,2,1,108.5,高层,1,1,74931
7542,东城,2,1,141.0,中层,1,1,64540
7543,东城,2,1,59.0,高层,1,1,66102
7544,东城,2,1,62.48,中层,0,1,69943
7545,东城,2,1,58.57,低层,1,0,76832
7546,东城,1,1,32.09,低层,1,0,73232
7547,东城,2,0,49.66,中层,1,0,67459
7548,东城,1,1,55.38,中层,1,0,66812
7549,东城,1,1,40.0,高层,1,0,66250
7550,东城,1,1,56.67,中层,1,0,65291
7551,东城,1,1,55.38,高层,1,0,64103
7552,海淀,3,1,80.0,中层,1,1,75000
7553,海淀,2,1,57.8,中层,1,1,73011
7554,海淀,2,1,62.5,高层,1,1,72000
7555,海淀,2,1,61.2,高层,1,1,71896
7556,海淀,3,2,167.67,高层,0,1,71570
7557,海淀,2,1,65.77,低层,1,1,69941
7558,海淀,3,1,110.98,高层,1,1,69923
7559,海淀,2,1,80.62,中层,1,1,69462
7560,海淀,2,1,61.4,高层,1,1,68404
7561,海淀,2,1,64.39,高层,1,1,68334
7562,海淀,2,1,61.5,低层,1,1,67968
7563,海淀,1,1,42.4,低层,1,1,67217
7564,海淀,3,1,62.5,中层,1,1,65600
7565,海淀,1,1,44.5,低层,1,1,65169
7566,海淀,1,1,44.28,高层,1,1,63686
7567,海淀,1,1,42.9,中层,1,1,62938
7568,海淀,2,1,87.65,中层,1,1,62750
7569,海淀,3,2,167.77,低层,0,1,60798
7570,海淀,2,2,141.6,高层,0,1,56498
7571,海淀,3,2,101.55,低层,1,1,56130
7572,海淀,2,2,84.32,低层,0,0,40323
7573,海淀,3,1,98.5,中层,0,0,38579
7574,海淀,2,2,84.57,中层,0,0,37839
7575,海淀,3,2,136.65,中层,0,0,32931
7576,海淀,3,2,165.17,高层,0,0,29061
7577,海淀,3,2,130.89,高层,0,0,27505
7578,海淀,3,1,136.89,中层,0,0,25568
7579,西城,2,2,57.0,高层,1,1,96492
7580,西城,2,1,67.36,高层,1,1,88332
7581,西城,2,1,77.33,高层,1,1,79530
7582,西城,2,1,57.0,低层,1,1,78948
7583,西城,3,1,111.81,低层,1,1,78705
7584,西城,3,1,112.25,高层,1,1,77506
7585,西城,3,1,80.0,高层,1,1,77500
7586,丰台,3,0,55.65,中层,1,0,28572
7587,丰台,2,1,62.01,中层,0,0,29028
7588,丰台,2,0,53.25,高层,0,0,28545
7589,丰台,2,1,57.0,高层,0,0,26316
7590,丰台,3,2,132.63,高层,0,0,27144
7591,丰台,2,1,80.79,中层,0,0,25994
7592,丰台,3,1,96.9,高层,0,0,25594
7593,丰台,3,1,96.99,中层,0,0,25570
7594,丰台,1,1,58.0,中层,0,0,25518
7595,丰台,2,1,80.79,高层,0,0,24137
7596,丰台,2,1,80.0,高层,0,0,22750
7597,丰台,3,1,96.8,中层,0,0,20662
7598,石景山,3,1,116.15,低层,1,0,53380
7599,石景山,2,1,64.0,低层,1,0,49219
7600,石景山,2,1,59.4,高层,1,0,47139
7601,石景山,3,1,106.49,低层,1,0,46953
7602,石景山,2,1,65.0,低层,1,0,46924
7603,石景山,2,1,64.15,中层,1,0,45986
7604,石景山,2,1,64.19,中层,1,0,45958
7605,石景山,3,1,79.0,高层,1,0,45570
7606,石景山,3,1,82.0,高层,1,0,45122
7607,石景山,3,1,78.0,中层,1,0,44872
7608,石景山,3,1,106.49,低层,1,0,43667
7609,石景山,3,1,80.0,中层,1,0,42500
7610,石景山,2,1,108.07,中层,1,0,41640
7611,石景山,3,1,77.0,高层,1,0,41559
7612,石景山,2,1,60.0,高层,1,0,40834
7613,石景山,3,2,106.0,低层,1,0,40567
7614,石景山,2,1,64.19,中层,1,0,40505
7615,石景山,2,1,59.0,高层,1,0,39831
7616,石景山,2,1,60.0,中层,1,0,39667
7617,石景山,3,1,107.0,低层,1,0,38318
7618,石景山,3,2,67.0,低层,1,0,52239
7619,石景山,3,1,85.0,低层,1,0,47059
7620,石景山,2,2,86.68,低层,1,0,44417
7621,石景山,2,1,86.86,低层,1,0,43519
7622,石景山,3,2,98.0,高层,1,0,42858
7623,石景山,2,1,63.0,低层,1,0,42064
7624,石景山,3,1,86.26,中层,1,0,41735
7625,石景山,1,1,56.0,高层,1,0,40179
7626,石景山,2,1,62.0,中层,1,0,38710
7627,石景山,3,1,129.78,低层,1,0,38373
7628,石景山,2,1,67.33,低层,1,0,38171
7629,石景山,2,1,75.27,高层,1,0,37200
7630,石景山,1,1,54.0,中层,1,0,37038
7631,石景山,3,1,142.4,高层,1,0,35815
7632,石景山,3,1,106.87,高层,1,0,34154
7633,石景山,3,1,88.0,高层,1,0,34091
7634,石景山,3,1,83.29,高层,1,0,33618
7635,石景山,3,2,152.0,中层,1,0,33553
7636,石景山,3,2,143.0,中层,1,0,32168
7637,石景山,3,1,147.0,高层,1,0,29796
7638,石景山,3,1,143.0,高层,1,0,29791
7639,石景山,3,2,146.7,高层,1,0,29312
7640,石景山,4,2,248.0,高层,1,0,28226
7641,石景山,3,1,114.24,高层,1,0,28012
7642,石景山,5,3,241.67,高层,1,0,27104
7643,海淀,3,2,179.0,高层,1,1,89386
7644,朝阳,1,1,51.48,低层,1,1,82557
7645,朝阳,2,2,101.36,中层,0,1,75474
7646,朝阳,2,2,98.4,低层,0,1,69309
7647,朝阳,3,2,171.93,高层,0,1,66888
7648,朝阳,1,1,63.72,低层,0,1,64345
7649,朝阳,3,2,157.68,高层,0,1,63420
7650,朝阳,2,2,109.09,低层,1,1,62334
7651,东城,1,1,60.11,中层,1,1,98986
7652,东城,1,1,47.3,低层,1,1,112051
7653,东城,2,1,52.74,中层,1,0,109974
7654,东城,2,1,51.73,中层,1,1,106322
7655,东城,2,1,52.74,中层,1,0,106182
7656,东城,1,1,39.58,低层,1,0,106115
7657,东城,3,1,66.35,低层,1,1,105502
7658,东城,1,1,36.82,高层,1,1,103205
7659,西城,2,1,90.27,低层,1,0,60929
7660,西城,2,1,72.99,高层,1,0,58228
7661,西城,3,1,72.01,中层,1,0,72213
7662,西城,2,1,51.0,低层,1,0,68628
7663,西城,2,1,59.6,高层,1,0,66276
7664,西城,2,1,50.39,低层,1,0,63108
7665,海淀,2,1,54.8,高层,1,0,44344
7666,海淀,2,1,58.2,高层,1,0,42097
7667,朝阳,2,1,138.59,高层,1,0,51952
7668,朝阳,2,1,141.59,低层,1,0,50145
7669,朝阳,2,1,141.59,高层,1,0,48733
7670,朝阳,2,2,144.31,高层,1,0,48507
7671,朝阳,2,2,139.08,低层,1,0,47455
7672,朝阳,2,1,141.59,高层,1,0,40964
7673,西城,2,1,61.5,低层,1,1,97561
7674,海淀,3,1,77.24,高层,1,0,72502
7675,海淀,2,1,57.84,低层,1,0,67428
7676,海淀,2,1,58.0,低层,1,0,77587
7677,海淀,2,2,72.0,高层,1,0,73612
7678,海淀,2,1,61.4,中层,1,0,73290
7679,海淀,2,2,72.0,低层,1,0,70834
7680,海淀,2,1,61.0,低层,1,0,68853
7681,海淀,2,1,63.8,低层,1,0,68182
7682,海淀,2,1,61.2,高层,1,0,66994
7683,海淀,2,1,61.4,高层,1,0,64821
7684,海淀,2,1,62.0,低层,1,0,73871
7685,海淀,3,1,84.2,中层,1,0,71022
7686,海淀,2,1,81.0,高层,1,0,69136
7687,海淀,1,1,47.2,高层,1,0,68856
7688,海淀,2,1,58.0,中层,1,0,68621
7689,海淀,1,1,51.49,低层,1,0,67975
7690,海淀,2,1,59.5,中层,1,0,65547
7691,海淀,2,1,62.8,高层,1,0,63376
7692,海淀,2,1,57.3,高层,1,0,62828
7693,海淀,3,1,109.3,低层,1,0,59012
7694,海淀,1,1,61.0,低层,1,0,57705
7695,海淀,3,1,109.5,中层,1,0,57078
7696,西城,2,1,58.6,高层,1,1,94881
7697,西城,3,1,68.0,低层,1,1,94118
7698,海淀,3,2,165.0,中层,1,1,81819
7699,朝阳,2,1,64.46,低层,0,1,35371
7700,朝阳,2,1,75.74,低层,0,1,34328
7701,朝阳,2,1,74.3,中层,1,1,33917
7702,海淀,2,2,82.61,高层,0,0,50842
7703,海淀,2,1,88.36,高层,0,0,48099
7704,海淀,2,1,103.72,中层,0,0,43387
7705,海淀,4,3,180.61,高层,0,0,37651
7706,海淀,5,3,254.25,高层,0,0,31466
7707,东城,2,1,52.12,高层,1,1,82502
7708,东城,2,1,53.0,中层,1,1,79246
7709,东城,2,1,70.57,中层,1,1,77937
7710,东城,2,1,71.0,高层,1,1,77465
7711,东城,2,2,75.18,高层,1,1,77149
7712,东城,2,1,70.83,低层,1,1,76945
7713,东城,2,1,78.5,中层,1,1,74523
7714,东城,3,1,75.02,高层,1,1,71981
7715,东城,2,1,71.0,中层,1,1,71831
7716,东城,2,1,69.81,低层,1,1,70907
7717,东城,1,0,46.12,低层,1,1,83478
7718,东城,1,1,46.23,中层,1,1,83280
7719,东城,1,0,35.76,高层,1,1,82495
7720,东城,1,1,60.93,高层,1,1,78779
7721,东城,2,1,78.22,中层,1,1,76707
7722,东城,2,1,69.61,高层,1,1,74702
7723,东城,1,1,54.42,高层,1,1,73503
7724,东城,1,1,62.71,低层,1,1,73354
7725,东城,1,1,57.12,低层,1,1,70029
7726,东城,1,1,57.12,中层,1,1,70029
7727,东城,1,1,54.74,高层,1,1,69420
7728,东城,1,1,62.78,低层,1,1,67697
7729,东城,2,1,69.61,中层,1,1,67520
7730,东城,3,1,153.0,低层,1,1,64053
7731,朝阳,2,1,102.43,低层,1,1,65704
7732,朝阳,2,1,94.89,低层,1,1,65339
7733,朝阳,2,2,130.17,低层,1,0,53776
7734,朝阳,4,2,164.68,中层,1,0,52102
7735,朝阳,3,2,161.71,中层,1,0,51327
7736,朝阳,3,2,161.71,中层,1,0,50709
7737,朝阳,2,1,65.24,中层,1,0,44452
7738,朝阳,3,1,139.41,低层,1,0,52221
7739,西城,2,1,63.5,中层,1,1,120000
7740,西城,2,1,53.7,低层,1,1,115457
7741,西城,2,1,65.2,中层,1,1,110430
7742,西城,2,1,57.4,中层,1,1,109757
7743,西城,2,1,54.8,低层,1,1,109490
7744,西城,1,1,47.5,中层,1,1,109474
7745,西城,2,1,57.2,中层,1,1,108392
7746,西城,2,1,62.0,低层,1,1,106452
7747,西城,2,1,56.4,低层,1,1,105497
7748,西城,2,1,57.3,高层,1,1,104713
7749,西城,2,1,57.9,高层,1,1,101900
7750,西城,3,1,68.6,高层,1,1,100001
7751,西城,2,1,63.0,低层,1,1,100000
7752,西城,1,1,56.6,中层,1,1,99824
7753,西城,2,1,73.5,中层,1,1,99728
7754,西城,3,1,77.1,高层,1,1,98574
7755,西城,2,1,77.1,中层,1,1,97277
7756,西城,2,1,65.9,低层,1,1,97117
7757,西城,1,1,52.1,中层,1,1,95970
7758,西城,2,1,76.2,高层,1,1,95801
7759,西城,3,1,84.2,中层,1,1,94419
7760,西城,2,1,74.5,高层,1,1,93289
7761,西城,2,1,64.8,低层,1,1,92593
7762,西城,2,1,71.6,高层,1,1,88688
7763,西城,4,1,197.0,中层,1,1,69036
7764,丰台,3,1,65.6,高层,1,0,45732
7765,丰台,2,1,59.1,中层,1,0,43317
7766,丰台,2,1,59.1,高层,1,0,41456
7767,丰台,3,1,65.6,高层,1,0,40397
7768,丰台,2,1,56.7,高层,1,0,38448
7769,丰台,3,1,94.0,高层,1,0,32447
7770,丰台,2,1,68.71,高层,1,0,37113
7771,丰台,2,1,59.8,高层,1,0,36455
7772,丰台,2,1,58.71,低层,1,0,42923
7773,丰台,2,1,56.3,高层,1,0,39077
7774,丰台,2,1,62.0,低层,1,0,38710
7775,丰台,3,1,63.6,中层,1,0,36164
7776,丰台,1,1,43.89,低层,1,0,43291
7777,丰台,2,1,75.73,低层,1,0,40275
7778,丰台,2,1,68.53,中层,1,0,40129
7779,丰台,2,1,60.0,低层,1,0,39667
7780,丰台,3,1,78.1,中层,1,0,38669
7781,丰台,2,1,61.4,高层,1,0,35831
7782,丰台,3,1,74.72,高层,1,0,39749
7783,西城,2,1,54.0,低层,1,0,61112
7784,西城,2,1,59.0,中层,1,0,63560
7785,西城,1,1,46.61,高层,0,1,57928
7786,西城,2,1,55.47,中层,1,0,70309
7787,西城,2,1,54.18,中层,1,0,63677
7788,西城,3,1,72.0,中层,1,0,62500
7789,西城,2,1,108.26,中层,1,0,58194
7790,西城,2,1,57.75,中层,1,0,57490
7791,西城,2,1,97.0,低层,1,1,55155
7792,西城,2,1,64.92,中层,1,1,50832
7793,丰台,2,0,56.0,中层,0,0,50000
7794,丰台,2,1,57.37,高层,0,0,45320
7795,西城,2,1,45.0,低层,1,1,80000
7796,西城,2,1,58.32,中层,1,1,72017
7797,西城,2,1,61.68,中层,1,1,68094
7798,西城,2,1,61.68,高层,1,1,63230
7799,西城,2,1,80.12,高层,1,1,60160
7800,西城,1,1,48.5,低层,1,0,82475
7801,西城,1,1,44.76,中层,1,1,82440
7802,西城,3,1,83.09,高层,1,1,78831
7803,西城,2,1,66.97,高层,1,1,77647
7804,西城,3,1,78.44,低层,1,1,76492
7805,西城,2,1,60.75,中层,1,1,75721
7806,西城,2,1,63.5,低层,1,1,75591
7807,西城,2,1,59.7,高层,1,1,75377
7808,西城,1,1,58.75,中层,1,1,73192
7809,西城,2,1,68.52,高层,1,1,72972
7810,西城,2,1,63.5,中层,1,1,72441
7811,西城,1,1,58.46,中层,1,1,71844
7812,西城,1,1,58.46,高层,1,0,70989
7813,西城,2,1,77.66,高层,1,1,70822
7814,西城,2,1,64.0,高层,1,1,70313
7815,西城,2,1,74.74,低层,1,1,69575
7816,西城,2,1,74.44,中层,1,1,67840
7817,西城,3,1,83.43,中层,1,1,63527
7818,海淀,2,1,56.0,中层,0,1,83929
7819,海淀,1,1,55.43,高层,0,1,82988
7820,海淀,2,1,58.0,高层,0,1,79311
7821,海淀,2,1,58.0,中层,0,1,79311
7822,海淀,2,1,58.0,中层,0,1,77932
7823,海淀,2,1,62.27,高层,0,1,76281
7824,海淀,3,2,125.66,高层,0,1,56502
7825,西城,2,1,60.4,高层,1,1,77815
7826,西城,2,1,58.58,低层,1,1,76819
7827,西城,2,1,60.9,低层,1,0,73892
7828,西城,3,2,127.0,中层,1,0,50394
7829,西城,3,2,127.0,中层,1,1,50394
7830,西城,4,2,219.31,中层,1,1,39990
7831,西城,3,2,219.12,中层,1,1,38792
7832,西城,4,2,219.12,中层,1,1,38792
7833,朝阳,2,1,58.89,高层,1,0,50943
7834,海淀,2,2,105.77,中层,1,0,80174
7835,海淀,2,1,85.48,高层,1,0,78381
7836,海淀,2,1,85.48,中层,1,0,77212
7837,海淀,2,1,98.0,高层,1,0,76531
7838,海淀,3,2,132.71,高层,1,0,69927
7839,海淀,3,2,132.26,低层,1,0,62000
7840,海淀,3,1,131.75,中层,1,0,60114
7841,海淀,3,1,153.59,低层,1,0,45576
7842,海淀,2,1,56.4,中层,0,0,70036
7843,海淀,2,1,53.7,低层,0,0,65177
7844,海淀,2,1,59.0,低层,0,0,57289
7845,海淀,2,1,50.7,高层,0,0,56214
7846,海淀,2,1,47.1,中层,0,0,53079
7847,海淀,2,1,48.2,中层,0,0,52905
7848,海淀,2,1,56.3,中层,0,0,51155
7849,海淀,2,1,70.8,高层,0,0,49436
7850,海淀,2,1,56.4,高层,0,0,49291
7851,海淀,2,1,55.3,高层,0,0,47921
7852,海淀,2,1,54.3,高层,0,0,47883
7853,海淀,2,1,59.0,高层,0,0,47458
7854,海淀,3,1,70.0,高层,0,0,47143
7855,海淀,2,1,71.0,低层,0,0,43662
7856,海淀,2,1,70.8,低层,0,0,42373
7857,海淀,2,1,59.0,中层,0,1,55933
7858,海淀,3,1,72.5,高层,0,1,53104
7859,海淀,3,1,100.8,中层,0,1,52580
7860,石景山,1,1,50.0,低层,0,0,100000
7861,石景山,1,2,60.23,低层,0,0,58111
7862,石景山,1,2,60.23,高层,0,0,58111
7863,石景山,2,2,110.0,低层,0,0,57273
7864,石景山,2,2,94.14,高层,0,0,56831
7865,石景山,2,2,110.17,低层,0,0,56731
7866,石景山,1,0,114.29,低层,0,0,52936
7867,石景山,3,2,143.59,低层,0,0,52929
7868,石景山,2,1,111.72,低层,0,0,46545
7869,石景山,1,1,92.63,低层,0,0,41024
7870,石景山,1,1,136.2,低层,0,0,80764
7871,石景山,5,2,286.0,低层,0,0,76924
7872,石景山,5,3,286.0,低层,0,0,76924
7873,石景山,1,1,95.0,低层,0,0,73685
7874,石景山,5,2,276.96,高层,0,0,68602
7875,石景山,4,2,247.85,中层,0,0,60521
7876,石景山,3,2,141.96,中层,0,0,59877
7877,石景山,3,2,140.4,高层,0,0,57693
7878,石景山,2,2,113.0,高层,0,0,53540
7879,石景山,4,2,212.0,低层,0,0,51887
7880,石景山,2,2,55.0,低层,0,0,47273
7881,石景山,2,2,54.0,中层,0,0,45926
7882,石景山,2,2,54.0,低层,0,0,45371
7883,石景山,1,1,54.18,中层,0,0,45220
7884,石景山,1,1,54.41,高层,0,0,44110
7885,石景山,2,2,55.0,中层,0,0,43273
7886,石景山,1,1,54.0,高层,0,0,42593
7887,石景山,1,1,54.0,低层,0,0,42593
7888,石景山,2,2,54.0,高层,0,0,42593
7889,石景山,2,1,62.0,中层,0,0,41936
7890,石景山,2,2,55.0,中层,0,0,41819
7891,石景山,2,2,62.54,中层,0,0,41574
7892,石景山,2,2,62.0,高层,0,0,41130
7893,石景山,2,2,62.29,低层,0,0,40938
7894,石景山,1,1,54.0,中层,0,0,40741
7895,石景山,2,2,62.0,中层,0,0,40000
7896,石景山,2,2,62.69,低层,0,0,39401
7897,石景山,2,2,53.96,低层,0,0,39289
7898,石景山,1,2,55.0,中层,0,0,39091
7899,石景山,2,2,53.89,中层,0,0,38969
7900,石景山,1,1,54.0,低层,0,0,38889
7901,石景山,1,1,54.0,中层,0,0,38519
7902,石景山,1,1,54.0,低层,0,0,38519
7903,石景山,1,1,54.0,中层,0,0,37963
7904,石景山,2,1,54.0,中层,0,0,37963
7905,石景山,2,2,54.0,低层,0,0,37963
7906,石景山,1,1,54.0,低层,0,0,37963
7907,石景山,2,1,54.12,低层,0,0,36401
7908,石景山,2,2,55.0,低层,0,0,36364
7909,石景山,2,2,55.09,低层,0,0,36305
7910,东城,2,0,41.23,中层,1,0,104293
7911,海淀,2,2,125.31,高层,1,0,103743
7912,海淀,3,2,162.21,低层,1,0,98638
7913,海淀,3,2,157.71,中层,1,0,90673
7914,丰台,1,1,45.0,高层,0,0,42223
7915,朝阳,2,1,89.0,中层,1,0,50562
7916,东城,3,2,198.0,中层,1,0,53940
7917,东城,3,1,253.0,中层,1,0,43479
7918,东城,2,1,194.31,中层,1,0,42047
7919,东城,3,2,186.39,中层,1,0,42009
7920,东城,4,2,260.0,中层,1,0,37693
7921,朝阳,2,2,85.63,低层,1,0,53486
7922,朝阳,2,1,81.85,高层,1,0,53146
7923,朝阳,2,1,116.28,中层,1,0,52030
7924,朝阳,2,2,82.92,高层,1,0,50652
7925,朝阳,2,2,128.67,高层,1,0,50129
7926,朝阳,2,2,111.77,高层,1,0,50103
7927,朝阳,2,1,89.33,高层,1,0,50040
7928,朝阳,3,2,150.09,高层,1,0,49971
